#Onset,Duration,Annotation
2002-02-04T22:33:23.0000000,30,Wake
2002-02-04T22:33:53.0000000,30,Wake
2002-02-04T22:34:23.0000000,30,Wake
2002-02-04T22:34:53.0000000,30,Wake
2002-02-04T22:35:23.0000000,30,Wake
2002-02-04T22:35:53.0000000,30,Wake
2002-02-04T22:36:23.0000000,30,Wake
2002-02-04T22:36:53.0000000,30,Wake
2002-02-04T22:37:23.0000000,30,Wake
2002-02-04T22:37:53.0000000,30,Wake
2002-02-04T22:38:23.0000000,30,Wake
2002-02-04T22:38:53.0000000,30,Wake
2002-02-04T22:39:23.0000000,30,N1
2002-02-04T22:39:53.0000000,30,Wake
2002-02-04T22:40:23.0000000,30,N1
2002-02-04T22:40:53.0000000,30,Wake
2002-02-04T22:41:23.0000000,30,N1
2002-02-04T22:41:53.0000000,30,N1
2002-02-04T22:42:23.0000000,30,N1
2002-02-04T22:42:53.0000000,30,N1
2002-02-04T22:43:23.0000000,30,N1
2002-02-04T22:43:53.0000000,30,N1
2002-02-04T22:44:23.0000000,30,N1
2002-02-04T22:44:53.0000000,30,Wake
2002-02-04T22:45:23.0000000,30,N1
2002-02-04T22:45:53.0000000,30,N1
2002-02-04T22:46:23.0000000,30,N1
2002-02-04T22:46:53.0000000,30,N2
2002-02-04T22:47:23.0000000,30,N1
2002-02-04T22:47:53.0000000,30,N2
2002-02-04T22:48:23.0000000,30,N2
2002-02-04T22:48:53.0000000,30,N2
2002-02-04T22:49:23.0000000,30,N2
2002-02-04T22:49:53.0000000,30,N2
2002-02-04T22:50:23.0000000,30,N2
2002-02-04T22:50:53.0000000,30,Wake
2002-02-04T22:51:23.0000000,30,Wake
2002-02-04T22:51:53.0000000,30,Wake
2002-02-04T22:52:23.0000000,30,Wake
2002-02-04T22:52:53.0000000,30,Wake
2002-02-04T22:53:23.0000000,30,Wake
2002-02-04T22:53:53.0000000,30,Wake
2002-02-04T22:54:23.0000000,30,Wake
2002-02-04T22:54:53.0000000,30,Wake
2002-02-04T22:55:23.0000000,30,N1
2002-02-04T22:55:53.0000000,30,Wake
2002-02-04T22:56:23.0000000,30,Wake
2002-02-04T22:56:53.0000000,30,Wake
2002-02-04T22:57:23.0000000,30,Wake
2002-02-04T22:57:53.0000000,30,Wake
2002-02-04T22:58:23.0000000,30,Wake
2002-02-04T22:58:53.0000000,30,Wake
2002-02-04T22:59:23.0000000,30,Wake
2002-02-04T22:59:53.0000000,30,Wake
2002-02-04T23:00:23.0000000,30,Wake
2002-02-04T23:00:53.0000000,30,Wake
2002-02-04T23:01:23.0000000,30,Wake
2002-02-04T23:01:53.0000000,30,Wake
2002-02-04T23:02:23.0000000,30,Wake
2002-02-04T23:02:53.0000000,30,Wake
2002-02-04T23:03:23.0000000,30,Wake
2002-02-04T23:03:53.0000000,30,Wake
2002-02-04T23:04:23.0000000,30,Wake
2002-02-04T23:04:53.0000000,30,Wake
2002-02-04T23:05:23.0000000,30,Wake
2002-02-04T23:05:53.0000000,30,Wake
2002-02-04T23:06:23.0000000,30,Wake
2002-02-04T23:06:53.0000000,30,Wake
2002-02-04T23:07:23.0000000,30,Wake
2002-02-04T23:07:53.0000000,30,N1
2002-02-04T23:08:23.0000000,30,Wake
2002-02-04T23:08:53.0000000,30,Wake
2002-02-04T23:09:23.0000000,30,Wake
2002-02-04T23:09:53.0000000,30,Wake
2002-02-04T23:10:23.0000000,30,Wake
2002-02-04T23:10:53.0000000,30,Wake
2002-02-04T23:11:23.0000000,30,N1
2002-02-04T23:11:53.0000000,30,Wake
2002-02-04T23:12:23.0000000,30,N1
2002-02-04T23:12:53.0000000,30,N1
2002-02-04T23:13:23.0000000,30,N1
2002-02-04T23:13:53.0000000,30,N1
2002-02-04T23:14:23.0000000,30,N1
2002-02-04T23:14:53.0000000,30,N1
2002-02-04T23:15:23.0000000,30,Wake
2002-02-04T23:15:53.0000000,30,N1
2002-02-04T23:16:23.0000000,30,N1
2002-02-04T23:16:53.0000000,30,Wake
2002-02-04T23:17:23.0000000,30,Wake
2002-02-04T23:17:53.0000000,30,Wake
2002-02-04T23:18:23.0000000,30,N1
2002-02-04T23:18:53.0000000,30,N1
2002-02-04T23:19:23.0000000,30,N1
2002-02-04T23:19:53.0000000,30,N1
2002-02-04T23:20:23.0000000,30,N1
2002-02-04T23:20:53.0000000,30,N1
2002-02-04T23:21:23.0000000,30,N1
2002-02-04T23:21:53.0000000,30,N1
2002-02-04T23:22:23.0000000,30,N2
2002-02-04T23:22:53.0000000,30,N2
2002-02-04T23:23:23.0000000,30,N2
2002-02-04T23:23:53.0000000,30,N2
2002-02-04T23:24:23.0000000,30,N2
2002-02-04T23:24:53.0000000,30,N2
2002-02-04T23:25:23.0000000,30,N2
2002-02-04T23:25:53.0000000,30,N2
2002-02-04T23:26:23.0000000,30,N2
2002-02-04T23:26:53.0000000,30,N2
2002-02-04T23:27:23.0000000,30,N2
2002-02-04T23:27:53.0000000,30,N2
2002-02-04T23:28:23.0000000,30,N2
2002-02-04T23:28:53.0000000,30,N2
2002-02-04T23:29:23.0000000,30,N1
2002-02-04T23:29:53.0000000,30,N1
2002-02-04T23:30:23.0000000,30,N2
2002-02-04T23:30:53.0000000,30,N2
2002-02-04T23:31:23.0000000,30,N2
2002-02-04T23:31:53.0000000,30,N2
2002-02-04T23:32:23.0000000,30,N2
2002-02-04T23:32:53.0000000,30,N2
2002-02-04T23:33:23.0000000,30,N2
2002-02-04T23:33:53.0000000,30,N2
2002-02-04T23:34:23.0000000,30,???
2002-02-04T23:34:53.0000000,30,???
2002-02-04T23:35:23.0000000,30,???
2002-02-04T23:35:53.0000000,30,???
2002-02-04T23:36:23.0000000,30,???
2002-02-04T23:36:53.0000000,30,???
2002-02-04T23:37:23.0000000,30,???
2002-02-04T23:37:53.0000000,30,???
2002-02-04T23:38:23.0000000,30,???
2002-02-04T23:38:53.0000000,30,???
2002-02-04T23:39:23.0000000,30,???
2002-02-04T23:39:53.0000000,30,???
2002-02-04T23:40:23.0000000,30,???
2002-02-04T23:40:53.0000000,30,???
2002-02-04T23:41:23.0000000,30,???
2002-02-04T23:41:53.0000000,30,???
2002-02-04T23:42:23.0000000,30,???
2002-02-04T23:42:53.0000000,30,???
2002-02-04T23:43:23.0000000,30,???
2002-02-04T23:43:53.0000000,30,???
2002-02-04T23:44:23.0000000,30,???
2002-02-04T23:44:53.0000000,30,???
2002-02-04T23:45:23.0000000,30,???
2002-02-04T23:45:53.0000000,30,???
2002-02-04T23:46:23.0000000,30,???
2002-02-04T23:46:53.0000000,30,???
2002-02-04T23:47:23.0000000,30,???
2002-02-04T23:47:53.0000000,30,???
2002-02-04T23:48:23.0000000,30,???
2002-02-04T23:48:53.0000000,30,???
2002-02-04T23:49:23.0000000,30,???
2002-02-04T23:49:53.0000000,30,???
2002-02-04T23:50:23.0000000,30,N3
2002-02-04T23:50:53.0000000,30,N3
2002-02-04T23:51:23.0000000,30,N3
2002-02-04T23:51:53.0000000,30,N3
2002-02-04T23:52:23.0000000,30,N3
2002-02-04T23:52:53.0000000,30,N2
2002-02-04T23:53:23.0000000,30,N2
2002-02-04T23:53:53.0000000,30,N2
2002-02-04T23:54:23.0000000,30,N2
2002-02-04T23:54:53.0000000,30,N2
2002-02-04T23:55:23.0000000,30,N2
2002-02-04T23:55:53.0000000,30,N2
2002-02-04T23:56:23.0000000,30,N2
2002-02-04T23:56:53.0000000,30,N2
2002-02-04T23:57:23.0000000,30,N2
2002-02-04T23:57:53.0000000,30,N2
2002-02-04T23:58:23.0000000,30,N2
2002-02-04T23:58:53.0000000,30,Wake
2002-02-04T23:59:23.0000000,30,Wake
2002-02-04T23:59:53.0000000,30,Wake
2002-02-05T00:00:23.0000000,30,N1
2002-02-05T00:00:53.0000000,30,N1
2002-02-05T00:01:23.0000000,30,N1
2002-02-05T00:01:53.0000000,30,N1
2002-02-05T00:02:23.0000000,30,N1
2002-02-05T00:02:53.0000000,30,N1
2002-02-05T00:03:23.0000000,30,N2
2002-02-05T00:03:53.0000000,30,N2
2002-02-05T00:04:23.0000000,30,N2
2002-02-05T00:04:53.0000000,30,N2
2002-02-05T00:05:23.0000000,30,N2
2002-02-05T00:05:53.0000000,30,N2
2002-02-05T00:06:23.0000000,30,N2
2002-02-05T00:06:53.0000000,30,N2
2002-02-05T00:07:23.0000000,30,N2
2002-02-05T00:07:53.0000000,30,N2
2002-02-05T00:08:23.0000000,30,N2
2002-02-05T00:08:53.0000000,30,N2
2002-02-05T00:09:23.0000000,30,N2
2002-02-05T00:09:53.0000000,30,N2
2002-02-05T00:10:23.0000000,30,N2
2002-02-05T00:10:53.0000000,30,N2
2002-02-05T00:11:23.0000000,30,N2
2002-02-05T00:11:53.0000000,30,N2
2002-02-05T00:12:23.0000000,30,N2
2002-02-05T00:12:53.0000000,30,N2
2002-02-05T00:13:23.0000000,30,N2
2002-02-05T00:13:53.0000000,30,N2
2002-02-05T00:14:23.0000000,30,N2
2002-02-05T00:14:53.0000000,30,N2
2002-02-05T00:15:23.0000000,30,N2
2002-02-05T00:15:53.0000000,30,N2
2002-02-05T00:16:23.0000000,30,N2
2002-02-05T00:16:53.0000000,30,???
2002-02-05T00:17:23.0000000,30,???
2002-02-05T00:17:53.0000000,30,???
2002-02-05T00:18:23.0000000,30,???
2002-02-05T00:18:53.0000000,30,???
2002-02-05T00:19:23.0000000,30,???
2002-02-05T00:19:53.0000000,30,???
2002-02-05T00:20:23.0000000,30,???
2002-02-05T00:20:53.0000000,30,???
2002-02-05T00:21:23.0000000,30,???
2002-02-05T00:21:53.0000000,30,???
2002-02-05T00:22:23.0000000,30,???
2002-02-05T00:22:53.0000000,30,???
2002-02-05T00:23:23.0000000,30,???
2002-02-05T00:23:53.0000000,30,???
2002-02-05T00:24:23.0000000,30,???
2002-02-05T00:24:53.0000000,30,???
2002-02-05T00:25:23.0000000,30,???
2002-02-05T00:25:53.0000000,30,???
2002-02-05T00:26:23.0000000,30,???
2002-02-05T00:26:53.0000000,30,???
2002-02-05T00:27:23.0000000,30,???
2002-02-05T00:27:53.0000000,30,???
2002-02-05T00:28:23.0000000,30,???
2002-02-05T00:28:53.0000000,30,???
2002-02-05T00:29:23.0000000,30,???
2002-02-05T00:29:53.0000000,30,???
2002-02-05T00:30:23.0000000,30,???
2002-02-05T00:30:53.0000000,30,???
2002-02-05T00:31:23.0000000,30,???
2002-02-05T00:31:53.0000000,30,???
2002-02-05T00:32:23.0000000,30,???
2002-02-05T00:32:53.0000000,30,???
2002-02-05T00:33:23.0000000,30,???
2002-02-05T00:33:53.0000000,30,???
2002-02-05T00:34:23.0000000,30,???
2002-02-05T00:34:53.0000000,30,???
2002-02-05T00:35:23.0000000,30,???
2002-02-05T00:35:53.0000000,30,???
2002-02-05T00:36:23.0000000,30,???
2002-02-05T00:36:53.0000000,30,???
2002-02-05T00:37:23.0000000,30,???
2002-02-05T00:37:53.0000000,30,???
2002-02-05T00:38:23.0000000,30,???
2002-02-05T00:38:53.0000000,30,???
2002-02-05T00:39:23.0000000,30,???
2002-02-05T00:39:53.0000000,30,???
2002-02-05T00:40:23.0000000,30,???
2002-02-05T00:40:53.0000000,30,???
2002-02-05T00:41:23.0000000,30,???
2002-02-05T00:41:53.0000000,30,???
2002-02-05T00:42:23.0000000,30,???
2002-02-05T00:42:53.0000000,30,???
2002-02-05T00:43:23.0000000,30,???
2002-02-05T00:43:53.0000000,30,???
2002-02-05T00:44:23.0000000,30,???
2002-02-05T00:44:53.0000000,30,???
2002-02-05T00:45:23.0000000,30,???
2002-02-05T00:45:53.0000000,30,???
2002-02-05T00:46:23.0000000,30,???
2002-02-05T00:46:53.0000000,30,???
2002-02-05T00:47:23.0000000,30,???
2002-02-05T00:47:53.0000000,30,???
2002-02-05T00:48:23.0000000,30,???
2002-02-05T00:48:53.0000000,30,???
2002-02-05T00:49:23.0000000,30,???
2002-02-05T00:49:53.0000000,30,???
2002-02-05T00:50:23.0000000,30,???
2002-02-05T00:50:53.0000000,30,???
2002-02-05T00:51:23.0000000,30,???
2002-02-05T00:51:53.0000000,30,???
2002-02-05T00:52:23.0000000,30,???
2002-02-05T00:52:53.0000000,30,???
2002-02-05T00:53:23.0000000,30,???
2002-02-05T00:53:53.0000000,30,???
2002-02-05T00:54:23.0000000,30,???
2002-02-05T00:54:53.0000000,30,???
2002-02-05T00:55:23.0000000,30,???
2002-02-05T00:55:53.0000000,30,???
2002-02-05T00:56:23.0000000,30,???
2002-02-05T00:56:53.0000000,30,???
2002-02-05T00:57:23.0000000,30,???
2002-02-05T00:57:53.0000000,30,???
2002-02-05T00:58:23.0000000,30,???
2002-02-05T00:58:53.0000000,30,???
2002-02-05T00:59:23.0000000,30,???
2002-02-05T00:59:53.0000000,30,???
2002-02-05T01:00:23.0000000,30,???
2002-02-05T01:00:53.0000000,30,???
2002-02-05T01:01:23.0000000,30,???
2002-02-05T01:01:53.0000000,30,???
2002-02-05T01:02:23.0000000,30,???
2002-02-05T01:02:53.0000000,30,???
2002-02-05T01:03:23.0000000,30,???
2002-02-05T01:03:53.0000000,30,???
2002-02-05T01:04:23.0000000,30,???
2002-02-05T01:04:53.0000000,30,???
2002-02-05T01:05:23.0000000,30,???
2002-02-05T01:05:53.0000000,30,???
2002-02-05T01:06:23.0000000,30,???
2002-02-05T01:06:53.0000000,30,???
2002-02-05T01:07:23.0000000,30,???
2002-02-05T01:07:53.0000000,30,???
2002-02-05T01:08:23.0000000,30,???
2002-02-05T01:08:53.0000000,30,???
2002-02-05T01:09:23.0000000,30,???
2002-02-05T01:09:53.0000000,30,???
2002-02-05T01:10:23.0000000,30,???
2002-02-05T01:10:53.0000000,30,???
2002-02-05T01:11:23.0000000,30,???
2002-02-05T01:11:53.0000000,30,???
